preço,endereço,área,quartos,vagas,bairro
R$ 880.000,Rua Joaquim Antunes,55 m²,2 quartos,1 vaga, Pinheiros
R$ 1.500.000,Avenida Eusébio Matoso,63 m²,2 quartos,1 vaga, Pinheiros
R$ 1.050.000,Rua Mateus Grou,94 m²,3 quartos,2 vagas, Pinheiros
R$ 2.400.000,Rua Padre Carvalho,161 m²,3 quartos,3 vagas, Pinheiros
R$ 2.350.000,Rua Ferreira de Araújo,174 m²,4 quartos,3 vagas, Pinheiros
R$ 850.000,Avenida Rebouças,98 m²,3 quartos,1 vaga, Pinheiros
R$ 1.180.000,Rua João Moura,130 m²,4 quartos,2 vagas, Pinheiros
R$ 720.000,Rua Cardeal Arcoverde,48 m²,1 quarto,1 vaga, Pinheiros
R$ 1.200.000,Rua Artur de Azevedo,107 m²,3 quartos,1 vaga, Pinheiros
R$ 2.860.000,Rua Francisco Leitão,286 m²,3 quartos,2 vagas, Pinheiros
R$ 1.850.000,Rua Mateus Grou,120 m²,3 quartos,2 vagas, Pinheiros
R$ 1.200.000,Rua Simão Álvares,125 m²,3 quartos,1 vaga, Pinheiros
R$ 850.000,Avenida Eusébio Matoso,49 m²,1 quarto,1 vaga, Pinheiros
R$ 600.000,Rua Cunha Gago,31 m²,1 quarto,1 vaga, Pinheiros
R$ 640.000,Rua Cardeal Arcoverde,60 m²,2 quartos,1 vaga, Pinheiros
R$ 3.192.000,Rua Alves Guimarães,215 m²,2 quartos,4 vagas, Pinheiros
R$ 895.000,Rua Cristiano Viana,68 m²,2 quartos,2 vagas, Pinheiros
R$ 1.277.000,Rua João Moura,118 m²,4 quartos,2 vagas, Pinheiros
R$ 650.000,Rua Doutor Virgílio de Carvalho Pinto,39 m²,1 quarto,1 vaga, Pinheiros
R$ 3.200.000,Rua Capote Valente,171 m²,2 quartos,3 vagas, Pinheiros
R$ 1.750.000,Rua Oscar Freire,128 m²,3 quartos,1 vaga, Pinheiros
R$ 950.000,Rua Fernão Dias,94 m²,2 quartos,1 vaga, Pinheiros
R$ 1.250.000,Rua Costa Carvalho,92 m²,2 quartos,2 vagas, Pinheiros
R$ 1.170.000,Rua Cristiano Viana,107 m²,3 quartos,1 vaga, Pinheiros
R$ 885.000,Rua Cônego Eugênio Leite,67 m²,2 quartos,1 vaga, Pinheiros
R$ 650.000,Avenida Rebouças,90 m²,2 quartos,1 vaga, Pinheiros
R$ 450.000,Rua Oscar Freire,32 m²,1 quarto,1 vaga, Pinheiros
R$ 1.180.000,Rua Teodoro Sampaio,114 m²,3 quartos,2 vagas, Pinheiros
R$ 1.350.000,Rua Lisboa,122 m²,2 quartos,1 vaga, Pinheiros
R$ 650.000,Rua Lisboa,85 m²,2 quartos,Sem vaga, Pinheiros
R$ 1.320.000,Avenida Rebouças,145 m²,3 quartos,1 vaga, Pinheiros
R$ 450.000,Rua Oscar Freire,32 m²,1 quarto,1 vaga, Pinheiros
R$ 1.380.000,Rua Fernão Dias,104 m²,3 quartos,1 vaga, Pinheiros
R$ 1.100.000,Rua Cunha Gago,60 m²,2 quartos,1 vaga, Pinheiros
R$ 669.000,Rua Doutor Virgílio de Carvalho Pinto,45 m²,1 quarto,1 vaga, Pinheiros
R$ 900.000,Rua Fradique Coutinho,120 m²,3 quartos,1 vaga, Pinheiros
R$ 1.100.000,Rua Alves Guimarães,89 m²,3 quartos,Sem vaga, Pinheiros
R$ 550.000,Rua Oscar Freire,30 m²,1 quarto,1 vaga, Pinheiros
R$ 880.000,Rua Lisboa,43 m²,1 quarto,1 vaga, Pinheiros
R$ 899.000,Rua João Moura,98 m²,2 quartos,1 vaga, Pinheiros
R$ 720.000,Rua Doutor Virgílio de Carvalho Pinto,115 m²,3 quartos,Sem vaga, Pinheiros
R$ 850.000,Avenida Rebouças,83 m²,3 quartos,1 vaga, Pinheiros
R$ 1.450.000,Rua Cristiano Viana,130 m²,3 quartos,1 vaga, Pinheiros
R$ 1.756.000,Rua Oscar Freire,158 m²,4 quartos,2 vagas, Pinheiros
R$ 750.000,Rua Joaquim Antunes,65 m²,2 quartos,1 vaga, Pinheiros
R$ 879.000,Rua Sebastião Gil,39 m²,1 quarto,1 vaga, Pinheiros
R$ 960.000,Rua Artur de Azevedo,105 m²,3 quartos,1 vaga, Pinheiros
R$ 1.200.000,Avenida das Nações Unidas,110 m²,2 quartos,1 vaga, Pinheiros
R$ 850.000,Rua Mateus Grou,70 m²,3 quartos,1 vaga, Pinheiros
R$ 950.000,Rua João Moura,84 m²,2 quartos,1 vaga, Pinheiros
R$ 1.450.000,Avenida Rebouças,130 m²,3 quartos,1 vaga, Pinheiros
R$ 1.450.000,Rua João Moura,122 m²,2 quartos,1 vaga, Pinheiros
R$ 1.200.000,Rua dos Pinheiros,121 m²,4 quartos,1 vaga, Pinheiros
R$ 1.450.000,Rua Henrique Monteiro,120 m²,3 quartos,1 vaga, Pinheiros
R$ 1.100.000,Rua Oscar Freire,117 m²,3 quartos,1 vaga, Pinheiros
R$ 1.100.000,Rua João Moura,110 m²,3 quartos,1 vaga, Pinheiros
R$ 1.800.000,Rua Padre Carvalho,127 m²,3 quartos,2 vagas, Pinheiros
R$ 1.350.000,Rua Oscar Freire,113 m²,3 quartos,2 vagas, Pinheiros
R$ 920.000,Rua Artur de Azevedo,116 m²,3 quartos,1 vaga, Pinheiros
R$ 670.000,Rua Fradique Coutinho,64 m²,2 quartos,1 vaga, Pinheiros
R$ 1.060.000,Rua Oscar Freire,104 m²,4 quartos,1 vaga, Pinheiros
R$ 1.450.000,Rua Oscar Freire,148 m²,4 quartos,1 vaga, Pinheiros
R$ 1.400.000,Rua Cônego Eugênio Leite,112 m²,3 quartos,1 vaga, Pinheiros
R$ 1.300.000,Rua Francisco Leitão,138 m²,3 quartos,1 vaga, Pinheiros
R$ 1.491.777,Avenida Rebouças,148 m²,3 quartos,1 vaga, Pinheiros
R$ 1.215.000,Rua Lisboa,109 m²,2 quartos,2 vagas, Pinheiros
R$ 790.000,Rua Henrique Schaumann,84 m²,2 quartos,1 vaga, Pinheiros
R$ 685.000,Rua Butantã,110 m²,2 quartos,Sem vaga, Pinheiros
R$ 680.000,Rua Cônego Eugênio Leite,82 m²,2 quartos,1 vaga, Pinheiros
R$ 1.260.000,Rua Fradique Coutinho,90 m²,2 quartos,1 vaga, Pinheiros
R$ 943.400,Rua Mourato Coelho,83 m²,1 quarto,1 vaga, Pinheiros
R$ 1.240.000,Rua Fernão Dias,135 m²,3 quartos,1 vaga, Pinheiros
R$ 1.200.000,Rua Fradique Coutinho,108 m²,3 quartos,1 vaga, Pinheiros
R$ 1.150.000,Rua Lisboa,100 m²,2 quartos,Sem vaga, Pinheiros
R$ 500.000,Praça Benedito Calixto,40 m²,1 quarto,1 vaga, Pinheiros
R$ 1.380.000,Rua Lisboa,154 m²,3 quartos,1 vaga, Pinheiros
R$ 1.250.000,Rua dos Pinheiros,125 m²,4 quartos,1 vaga, Pinheiros
R$ 850.000,Rua Artur de Azevedo,94 m²,3 quartos,1 vaga, Pinheiros
"R$ 774.912,04",Rua Henrique Schaumann,105 m²,2 quartos,Sem vaga, Pinheiros
R$ 880.000,Rua Lisboa,75 m²,2 quartos,1 vaga, Pinheiros
R$ 1.980.000,Rua Oscar Freire,154 m²,3 quartos,2 vagas, Pinheiros
R$ 1.100.000,Rua Mourato Coelho,84 m²,2 quartos,1 vaga, Pinheiros
R$ 900.000,Avenida Pedroso de Morais,120 m²,3 quartos,Sem vaga, Pinheiros
R$ 2.900.000,Rua Lisboa,260 m²,2 quartos,2 vagas, Pinheiros
R$ 1.166.000,Rua Maria Carolina,116 m²,3 quartos,1 vaga, Pinheiros
R$ 1.000.000,Rua João Moura,92 m²,3 quartos,2 vagas, Pinheiros
R$ 818.000,Rua Sebastião Gil,38 m²,1 quarto,1 vaga, Pinheiros
R$ 880.000,Rua Cônego Eugênio Leite,85 m²,2 quartos,1 vaga, Pinheiros
R$ 1.330.000,Rua Oscar Freire,117 m²,3 quartos,1 vaga, Pinheiros
R$ 852.000,Rua Oscar Freire,67 m²,2 quartos,1 vaga, Pinheiros
R$ 1.500.000,Rua Francisco Leitão,148 m²,3 quartos,1 vaga, Pinheiros
"R$ 611.425,94",Rua Campo Alegre,64 m²,1 quarto,1 vaga, Pinheiros
R$ 960.000,Rua Alves Guimarães,118 m²,3 quartos,1 vaga, Pinheiros
"R$ 689.307,71",Rua Henrique Schaumann,91 m²,2 quartos,1 vaga, Pinheiros
R$ 638.000,Rua Costa Carvalho,84 m²,3 quartos,Sem vaga, Pinheiros
R$ 750.000,Avenida Rebouças,84 m²,3 quartos,1 vaga, Pinheiros
R$ 1.050.000,Avenida Rebouças,149 m²,2 quartos,Sem vaga, Pinheiros
R$ 1.200.000,Avenida Pedroso de Morais,136 m²,3 quartos,1 vaga, Pinheiros
R$ 880.000,Rua Francisco Leitão,103 m²,3 quartos,1 vaga, Pinheiros
R$ 915.000,Rua Alves Guimarães,79 m²,2 quartos,1 vaga, Pinheiros
R$ 1.100.000,Rua João Moura,75 m²,2 quartos,2 vagas, Pinheiros
R$ 1.100.000,Rua Bianchi Bertoldi,92 m²,3 quartos,1 vaga, Pinheiros
R$ 820.000,Rua Fradique Coutinho,98 m²,3 quartos,1 vaga, Pinheiros
R$ 740.000,Avenida Eusébio Matoso,49 m²,Studio,1 vaga, Pinheiros
R$ 1.340.000,Avenida Rebouças,170 m²,3 quartos,2 vagas, Pinheiros
R$ 1.950.000,Rua Simão Álvares,155 m²,2 quartos,3 vagas, Pinheiros
"R$ 738.987,79",Rua Mourato Coelho,84 m²,2 quartos,1 vaga, Pinheiros
R$ 745.000,Rua Lisboa,92 m²,2 quartos,Sem vaga, Pinheiros
R$ 720.000,Rua Francisco Leitão,72 m²,1 quarto,1 vaga, Pinheiros
R$ 460.000,Rua Teodoro Sampaio,62 m²,1 quarto,Sem vaga, Pinheiros
R$ 2.100.000,Rua Fradique Coutinho,150 m²,3 quartos,3 vagas, Pinheiros
R$ 1.300.000,Rua Francisco Leitão,87 m²,1 quarto,Sem vaga, Pinheiros
R$ 550.000,Rua Cunha Gago,76 m²,2 quartos,Sem vaga, Pinheiros
"R$ 708.016,53",Rua Cristiano Viana,98 m²,2 quartos,Sem vaga, Pinheiros
R$ 1.600.000,Rua Artur de Azevedo,136 m²,3 quartos,1 vaga, Pinheiros
R$ 800.000,Rua Fradique Coutinho,86 m²,2 quartos,Sem vaga, Pinheiros
R$ 1.050.000,Rua dos Pinheiros,114 m²,2 quartos,Sem vaga, Pinheiros
R$ 1.350.000,Rua Navarro de Andrade,157 m²,3 quartos,Sem vaga, Pinheiros
R$ 2.300.000,Rua Artur de Azevedo,220 m²,2 quartos,2 vagas, Pinheiros
R$ 820.000,Rua Ferreira de Araújo,100 m²,2 quartos,1 vaga, Pinheiros
R$ 634.500,Rua Francisco Leitão,54 m²,2 quartos,Sem vaga, Pinheiros
R$ 1.400.000,Rua Cristiano Viana,107 m²,3 quartos,1 vaga, Pinheiros
R$ 1.800.000,Rua Henrique Monteiro,117 m²,3 quartos,1 vaga, Pinheiros
"R$ 533.376,86",Rua Teodoro Sampaio,75 m²,2 quartos,Sem vaga, Pinheiros
R$ 799.000,Rua Francisco Leitão,76 m²,1 quarto,Sem vaga, Pinheiros
R$ 630.000,Rua Fradique Coutinho,67 m²,2 quartos,Sem vaga, Pinheiros
R$ 750.000,Rua Costa Carvalho,85 m²,3 quartos,Sem vaga, Pinheiros
R$ 900.000,Rua Alves Guimarães,90 m²,3 quartos,1 vaga, Pinheiros
R$ 1.500.000,Rua Capote Valente,138 m²,3 quartos,1 vaga, Pinheiros
R$ 1.800.000,Rua Lisboa,172 m²,3 quartos,1 vaga, Pinheiros
R$ 2.500.000,Rua Cônego Eugênio Leite,160 m²,3 quartos,2 vagas, Pinheiros
R$ 690.000,Rua dos Pinheiros,83 m²,3 quartos,Sem vaga, Pinheiros
R$ 2.000.000,Rua Lisboa,172 m²,3 quartos,1 vaga, Pinheiros
R$ 1.480.000,Rua Artur de Azevedo,138 m²,3 quartos,1 vaga, Pinheiros
R$ 850.000,Rua Joaquim Antunes,78 m²,2 quartos,1 vaga, Pinheiros
R$ 790.000,Rua Mateus Grou,70 m²,3 quartos,2 vagas, Pinheiros
R$ 995.000,Rua Fradique Coutinho,83 m²,3 quartos,1 vaga, Pinheiros
R$ 560.000,Rua Mateus Grou,45 m²,1 quarto,1 vaga, Pinheiros
R$ 1.160.000,Rua Cônego Eugênio Leite,96 m²,3 quartos,1 vaga, Pinheiros
R$ 747.000,Rua Alves Guimarães,76 m²,2 quartos,1 vaga, Pinheiros
R$ 1.180.000,Rua Fradique Coutinho,80 m²,2 quartos,2 vagas, Pinheiros
R$ 830.000,Rua Joaquim Antunes,64 m²,2 quartos,1 vaga, Pinheiros
R$ 1.250.000,Rua Oscar Freire,100 m²,3 quartos,1 vaga, Pinheiros
R$ 600.000,Rua Artur de Azevedo,45 m²,1 quarto,1 vaga, Pinheiros
R$ 600.000,Rua Conselheiro Pereira Pinto,73 m²,2 quartos,Sem vaga, Pinheiros
R$ 950.000,Rua Fradique Coutinho,82 m²,3 quartos,1 vaga, Pinheiros
R$ 863.000,Rua Fradique Coutinho,105 m²,3 quartos,Sem vaga, Pinheiros
R$ 1.180.000,Rua Fradique Coutinho,128 m²,3 quartos,1 vaga, Pinheiros
R$ 440.000,Avenida Rebouças,24 m²,1 quarto,1 vaga, Pinheiros
R$ 1.850.000,Rua Francisco Leitão,109 m²,2 quartos,3 vagas, Pinheiros
R$ 900.000,Rua Teodoro Sampaio,110 m²,2 quartos,1 vaga, Pinheiros
R$ 620.000,Rua Mateus Grou,41 m²,1 quarto,1 vaga, Pinheiros
R$ 1.550.000,Rua Cônego Eugênio Leite,114 m²,3 quartos,Sem vaga, Pinheiros
"R$ 973.022,47",Avenida Rebouças,134 m²,3 quartos,Sem vaga, Pinheiros
R$ 3.295.000,Rua Simão Álvares,205 m²,3 quartos,3 vagas, Pinheiros
R$ 1.100.000,Rua Teodoro Sampaio,84 m²,2 quartos,2 vagas, Pinheiros
R$ 460.000,Praça Benedito Calixto,41 m²,1 quarto,1 vaga, Pinheiros
R$ 680.000,Rua Capote Valente,73 m²,2 quartos,1 vaga, Pinheiros
R$ 875.000,Rua Cristiano Viana,72 m²,2 quartos,1 vaga, Pinheiros
R$ 1.070.000,Rua Oscar Freire,90 m²,2 quartos,1 vaga, Pinheiros
R$ 700.000,Rua Sebastião Gil,38 m²,1 quarto,1 vaga, Pinheiros
R$ 1.290.000,Avenida Pedroso de Morais,105 m²,3 quartos,1 vaga, Pinheiros
R$ 741.000,Rua Henrique Schaumann,92 m²,2 quartos,1 vaga, Pinheiros
R$ 650.000,Rua Teodoro Sampaio,73 m²,2 quartos,Sem vaga, Pinheiros
"R$ 530.206,82",Rua Teodoro Sampaio,66 m²,2 quartos,Sem vaga, Pinheiros
R$ 950.000,Rua Maria Carolina,86 m²,2 quartos,1 vaga, Pinheiros
R$ 670.000,Rua Teodoro Sampaio,80 m²,2 quartos,Sem vaga, Pinheiros
R$ 825.000,Rua Capote Valente,82 m²,2 quartos,Sem vaga, Pinheiros
R$ 550.000,Rua Fradique Coutinho,73 m²,2 quartos,Sem vaga, Pinheiros
R$ 700.000,Rua Cunha Gago,75 m²,2 quartos,Sem vaga, Pinheiros
R$ 580.000,Rua dos Pinheiros,73 m²,2 quartos,Sem vaga, Pinheiros
R$ 600.000,Rua Cardeal Arcoverde,66 m²,2 quartos,Sem vaga, Pinheiros
R$ 441.000,Rua Conselheiro Pereira Pinto,44 m²,1 quarto,Sem vaga, Pinheiros
R$ 860.000,Rua Fradique Coutinho,85 m²,3 quartos,1 vaga, Pinheiros
R$ 1.450.000,Rua Oscar Freire,120 m²,3 quartos,1 vaga, Pinheiros
R$ 700.000,Rua Alves Guimarães,80 m²,2 quartos,1 vaga, Pinheiros
R$ 995.000,Avenida Pedroso de Morais,95 m²,3 quartos,1 vaga, Pinheiros
R$ 940.000,Rua Artur de Azevedo,91 m²,3 quartos,Sem vaga, Pinheiros
R$ 700.000,Rua Teodoro Sampaio,90 m²,2 quartos,Sem vaga, Pinheiros
R$ 790.000,Rua Capote Valente,45 m²,1 quarto,1 vaga, Pinheiros
R$ 880.000,Rua Alves Guimarães,83 m²,2 quartos,1 vaga, Pinheiros
R$ 625.000,Rua Costa Carvalho,83 m²,3 quartos,Sem vaga, Pinheiros
"R$ 672.291,07",Rua Francisco Leitão,84 m²,2 quartos,Sem vaga, Pinheiros
"R$ 1.145.367,18",Rua Arruda Alvim,88 m²,2 quartos,2 vagas, Pinheiros
R$ 1.360.000,Avenida Pedroso de Morais,165 m²,3 quartos,1 vaga, Pinheiros
R$ 895.000,Rua Cônego Eugênio Leite,90 m²,2 quartos,Sem vaga, Pinheiros
R$ 800.000,Rua Capote Valente,100 m²,3 quartos,1 vaga, Pinheiros
R$ 1.000.000,Rua João Moura,90 m²,2 quartos,1 vaga, Pinheiros
R$ 2.000.000,Rua Cônego Eugênio Leite,136 m²,3 quartos,3 vagas, Pinheiros
R$ 820.000,Rua João Moura,83 m²,2 quartos,1 vaga, Pinheiros
R$ 407.000,Rua Cristiano Viana,27 m²,1 quarto,Sem vaga, Pinheiros
R$ 660.000,Rua Cunha Gago,31 m²,Studio,1 vaga, Pinheiros
R$ 280.000,Avenida Pedroso de Morais,37 m²,1 quarto,Sem vaga, Pinheiros
R$ 1.430.000,Rua Ferreira de Araújo,70 m²,2 quartos,2 vagas, Pinheiros
R$ 430.000,Rua Teodoro Sampaio,59 m²,1 quarto,Sem vaga, Pinheiros
R$ 615.000,Rua Fernão Dias,35 m²,1 quarto,1 vaga, Pinheiros
R$ 1.350.000,Rua Pais Leme,68 m²,1 quarto,1 vaga, Pinheiros
R$ 745.700,Rua Capote Valente,47 m²,1 quarto,2 vagas, Pinheiros
R$ 699.302,Rua Francisco Leitão,72 m²,2 quartos,1 vaga, Pinheiros
R$ 760.000,Rua Cunha Gago,85 m²,2 quartos,1 vaga, Pinheiros
R$ 740.000,Rua Fradique Coutinho,82 m²,3 quartos,1 vaga, Pinheiros
R$ 770.000,Rua Teodoro Sampaio,88 m²,2 quartos,2 vagas, Pinheiros
R$ 550.000,Rua Artur de Azevedo,68 m²,1 quarto,Sem vaga, Pinheiros
R$ 680.000,Rua Joaquim Antunes,82 m²,2 quartos,Sem vaga, Pinheiros
R$ 2.500.000,Rua Cristiano Viana,157 m²,3 quartos,4 vagas, Pinheiros
R$ 1.820.000,Rua Cunha Gago,123 m²,1 quarto,3 vagas, Pinheiros
R$ 720.000,Rua Alves Guimarães,60 m²,2 quartos,1 vaga, Pinheiros
R$ 1.150.000,Rua Francisco Leitão,147 m²,3 quartos,1 vaga, Pinheiros
R$ 500.000,Rua Artur de Azevedo,51 m²,1 quarto,Sem vaga, Pinheiros
R$ 850.000,Rua Fradique Coutinho,131 m²,3 quartos,1 vaga, Pinheiros
R$ 2.200.000,Rua Oscar Freire,223 m²,4 quartos,2 vagas, Pinheiros
R$ 650.000,Rua Alves Guimarães,85 m²,3 quartos,Sem vaga, Pinheiros
R$ 900.000,Rua dos Pinheiros,120 m²,4 quartos,1 vaga, Pinheiros
R$ 350.000,Rua Doutor Luís Barreto Filho,68 m²,2 quartos,1 vaga, Pirituba
R$ 260.000,Avenida Raimundo Pereira de Magalhães,43 m²,2 quartos,Sem vaga, Pirituba
"R$ 171.606,1",Rua Antônio Pais de Sande,39 m²,1 quarto,1 vaga, Pirituba
R$ 550.000,Rua Tungue,67 m²,2 quartos,1 vaga, Pirituba
R$ 530.000,Avenida Raimundo Pereira de Magalhães,65 m²,2 quartos,1 vaga, Pirituba
R$ 780.000,Rua Lúcia Caiaffa,98 m²,3 quartos,2 vagas, Pirituba
R$ 510.000,Avenida Paula Ferreira,57 m²,2 quartos,2 vagas, Pirituba
R$ 600.000,Avenida Raimundo Pereira de Magalhães,77 m²,3 quartos,2 vagas, Pirituba
R$ 550.000,Rua José Correia Lima,80 m²,3 quartos,2 vagas, Pirituba
"R$ 400.977,92",Rua Tungue,49 m²,2 quartos,1 vaga, Pirituba
R$ 380.000,Avenida Raimundo Pereira de Magalhães,58 m²,2 quartos,1 vaga, Pirituba
R$ 265.000,Avenida Agenor Couto de Magalhães,54 m²,2 quartos,1 vaga, Pirituba
R$ 680.000,Avenida Cristo Rei,78 m²,3 quartos,2 vagas, Pirituba
R$ 480.000,Rua Agostinho Correia,125 m²,4 quartos,1 vaga, Pirituba
R$ 514.000,Rua Coronel Bento Bicudo,68 m²,3 quartos,2 vagas, Pirituba
"R$ 643.710,57",Rua José Correia Lima,81 m²,3 quartos,2 vagas, Pirituba
R$ 330.000,Avenida Agenor Couto de Magalhães,52 m²,2 quartos,1 vaga, Pirituba
R$ 720.000,Rua Lúcia Caiaffa,100 m²,3 quartos,2 vagas, Pirituba
"R$ 391.612,65",Rua Baltazar da Silveira,63 m²,2 quartos,2 vagas, Pirituba
R$ 385.000,Rua Coronel Bento Bicudo,62 m²,2 quartos,1 vaga, Pirituba
"R$ 258.870,28",Rua Agostinho Correia,42 m²,2 quartos,1 vaga, Pirituba
R$ 445.000,Avenida Raimundo Pereira de Magalhães,51 m²,2 quartos,2 vagas, Pirituba
R$ 260.000,Avenida Doutor Felipe Pinel,70 m²,2 quartos,1 vaga, Pirituba
R$ 300.000,Rua Guerino Giovani Leardini,50 m²,2 quartos,1 vaga, Pirituba
R$ 280.000,Avenida Raimundo Pereira de Magalhães,61 m²,3 quartos,1 vaga, Pirituba
R$ 350.000,Avenida Raimundo Pereira de Magalhães,54 m²,2 quartos,1 vaga, Pirituba
R$ 380.000,Avenida Raimundo Pereira de Magalhães,55 m²,2 quartos,1 vaga, Pirituba
"R$ 312.807,56",Rua Coronel Bento Bicudo,47 m²,2 quartos,1 vaga, Pirituba
"R$ 417.044,28",Rua José Correia Lima,65 m²,2 quartos,1 vaga, Pirituba
R$ 400.000,Avenida Cônego José Salomon,60 m²,3 quartos,1 vaga, Pirituba
"R$ 586.567,74",Rua Tungue,50 m²,2 quartos,1 vaga, Pirituba
R$ 340.000,Avenida Raimundo Pereira de Magalhães,50 m²,2 quartos,1 vaga, Pirituba
"R$ 267.235,19",Rua Desembargador Manoel Carlos da Costa Leite,54 m²,2 quartos,3 vagas, Pirituba
R$ 456.900,Rua José Albano,83 m²,3 quartos,1 vaga, Pirituba
R$ 370.000,Rua Tungue,49 m²,2 quartos,1 vaga, Pirituba
R$ 330.000,Rua Desembargador Manoel Carlos da Costa Leite,65 m²,3 quartos,2 vagas, Pirituba
R$ 550.000,Avenida Raimundo Pereira de Magalhães,77 m²,3 quartos,1 vaga, Pirituba
R$ 310.000,Rua Guerino Giovani Leardini,47 m²,1 quarto,Sem vaga, Pirituba
R$ 250.000,Rua Doutor Luís La Scala Júnior,36 m²,2 quartos,1 vaga, Pirituba
"R$ 349.005,92",Avenida Raimundo Pereira de Magalhães,50 m²,2 quartos,1 vaga, Pirituba
R$ 350.000,Rua Eugênio Lorenzetti,63 m²,2 quartos,1 vaga, Pirituba
R$ 310.000,Avenida Agenor Couto de Magalhães,54 m²,2 quartos,1 vaga, Pirituba
R$ 280.000,Avenida Agenor Couto de Magalhães,54 m²,2 quartos,1 vaga, Pirituba
R$ 235.000,Avenida Cônego José Salomon,48 m²,3 quartos,1 vaga, Pirituba
R$ 340.000,Avenida Raimundo Pereira de Magalhães,55 m²,2 quartos,1 vaga, Pirituba
R$ 500.000,Rua Tungue,67 m²,2 quartos,2 vagas, Pirituba
R$ 320.000,Avenida Raimundo Pereira de Magalhães,50 m²,2 quartos,1 vaga, Pirituba
R$ 399.000,Rua Pedro Colaço,60 m²,2 quartos,2 vagas, Pirituba
R$ 288.000,Avenida Raimundo Pereira de Magalhães,50 m²,2 quartos,1 vaga, Pirituba
R$ 239.000,Avenida Raimundo Pereira de Magalhães,45 m²,2 quartos,Sem vaga, Pirituba
R$ 950.000,Avenida Raimundo Pereira de Magalhães,128 m²,3 quartos,2 vagas, Pirituba
R$ 460.000,Avenida Raimundo Pereira de Magalhães,75 m²,3 quartos,1 vaga, Pirituba
R$ 270.000,Avenida Raimundo Pereira de Magalhães,49 m²,2 quartos,1 vaga, Pirituba
R$ 650.000,Rua Maestro Arturo de Angelis,86 m²,3 quartos,2 vagas, Pirituba
"R$ 384.695,57",Avenida Raimundo Pereira de Magalhães,50 m²,2 quartos,1 vaga, Pirituba
R$ 1.000.000,Avenida Cristo Rei,120 m²,3 quartos,2 vagas, Pirituba
R$ 1.100.000,Avenida Cristo Rei,123 m²,3 quartos,4 vagas, Pirituba
R$ 790.000,Avenida Raimundo Pereira de Magalhães,130 m²,4 quartos,1 vaga, Pirituba
R$ 450.000,Rua Coronel Bento Bicudo,60 m²,2 quartos,1 vaga, Pirituba
R$ 320.000,Rua Guerino Giovani Leardini,47 m²,2 quartos,1 vaga, Pirituba
R$ 330.000,Avenida Raimundo Pereira de Magalhães,54 m²,2 quartos,1 vaga, Pirituba
R$ 400.000,Avenida Raimundo Pereira de Magalhães,62 m²,3 quartos,1 vaga, Pirituba
R$ 380.000,Rua Paulo Barreto,69 m²,2 quartos,1 vaga, Pirituba
R$ 350.000,Rua Luís Cunha,60 m²,2 quartos,1 vaga, Pirituba
R$ 640.000,Avenida Raimundo Pereira de Magalhães,85 m²,2 quartos,1 vaga, Pirituba
R$ 320.000,Rua Agostinho Correia,50 m²,3 quartos,1 vaga, Pirituba
R$ 479.000,Avenida Raimundo Pereira de Magalhães,65 m²,3 quartos,1 vaga, Pirituba
"R$ 351.843,18",Avenida Raimundo Pereira de Magalhães,51 m²,2 quartos,1 vaga, Pirituba
"R$ 428.155,97",Avenida Raimundo Pereira de Magalhães,65 m²,3 quartos,1 vaga, Pirituba
"R$ 383.281,3",Rua Conde de Resende,46 m²,1 quarto,2 vagas, Pirituba
R$ 390.000,Rua Luís Cunha,59 m²,2 quartos,2 vagas, Pirituba
R$ 474.000,Avenida Paula Ferreira,57 m²,2 quartos,1 vaga, Pirituba
R$ 376.000,Rua Santo Antônio de Pádua,75 m²,2 quartos,1 vaga, Pirituba
R$ 270.000,Avenida Raimundo Pereira de Magalhães,45 m²,2 quartos,Sem vaga, Pirituba
R$ 420.000,Rua Paulo Barreto,70 m²,2 quartos,1 vaga, Pirituba
R$ 320.000,Avenida Cônego José Salomon,78 m²,2 quartos,1 vaga, Pirituba
R$ 330.000,Avenida Paula Ferreira,66 m²,3 quartos,1 vaga, Pirituba
R$ 350.000,Avenida Raimundo Pereira de Magalhães,50 m²,2 quartos,1 vaga, Pirituba
R$ 280.000,Avenida Benedito Andrade,52 m²,2 quartos,Sem vaga, Pirituba
R$ 270.000,Avenida Raimundo Pereira de Magalhães,50 m²,2 quartos,1 vaga, Pirituba
R$ 295.000,Rua Luís Cunha,70 m²,2 quartos,1 vaga, Pirituba
R$ 255.000,Rua Santa Isabel do Rio Negro,48 m²,2 quartos,1 vaga, Pirituba
R$ 400.000,Avenida Guilherme Mankel,104 m²,3 quartos,1 vaga, Pirituba
R$ 250.000,Rua Coronel Bento Bicudo,80 m²,3 quartos,Sem vaga, Pirituba
R$ 250.000,Rua Eugênio Daneri,51 m²,3 quartos,1 vaga, Pirituba
R$ 310.000,Rua Professor Belfort Roxo,62 m²,2 quartos,1 vaga, Pirituba
R$ 300.000,Avenida Raimundo Pereira de Magalhães,49 m²,2 quartos,1 vaga, Pirituba
R$ 335.000,Avenida Raimundo Pereira de Magalhães,65 m²,3 quartos,1 vaga, Pirituba
R$ 320.000,Rua José Mauro de Vasconcelos,50 m²,3 quartos,1 vaga, Pirituba
R$ 245.000,Rua Eugênio Daneri,55 m²,3 quartos,1 vaga, Pirituba
